element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,team,web_name,element_type
21,97,13,0,False,2022-10-08T14:00:00Z,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-98,5501,263,361,17,Maitland-Niles,3
22,91,12,0,True,2022-10-09T15:30:00Z,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-554,11429,0,554,1,Torreira,3
23,91,12,0,True,2022-10-09T15:30:00Z,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,76,1726,113,37,1,Nelson,3
24,91,12,0,True,2022-10-09T15:30:00Z,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,3941,172798,13237,9296,1,Turner,1
25,91,12,1,True,2022-10-09T15:30:00Z,3,2,10,1,0,0,0,0,0,0,0,0,0,0,0,3,4.4,0.5,0.0,0.5,57,-788,17846,2733,3521,1,Fábio Vieira,3
26,91,12,1,True,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,2,0,0,0,0,0,0,0,14,15.4,1.2,0.0,1.7,50,221940,2878181,306363,84423,1,Saliba,2
27,91,12,0,True,2022-10-09T15:30:00Z,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-134,8586,473,607,1,Marquinhos,3
28,91,12,5,True,2022-10-09T15:30:00Z,3,2,10,90,0,1,0,2,0,0,0,0,0,0,0,12,7.4,2.6,52.0,6.2,80,-21252,7286361,169445,190697,1,Jesus,4
29,99,16,2,False,2022-10-10T19:00:00Z,1,1,10,64,0,0,0,1,0,0,0,0,0,0,0,6,3.8,14.4,14.0,3.2,67,-15223,446315,14702,29925,2,Coutinho,3
30,99,16,1,False,2022-10-10T19:00:00Z,1,1,10,25,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.5,0.0,0.3,67,-218,105740,9321,9539,2,Ings,4
31,99,16,2,False,2022-10-10T19:00:00Z,1,1,10,90,0,0,0,1,0,0,0,0,0,2,0,12,14.6,0.0,0.0,1.5,49,77661,607833,93533,15872,2,Martínez,1
32,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-1768,19386,139,1907,2,Chambers,2
33,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-42330,162087,224,42554,2,Digne,2
34,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-295,6572,0,295,2,Traoré,3
35,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2151,165915,2261,4412,2,Olsen,1
36,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1035,28020,517,1552,2,Sanson,3
37,99,16,1,False,2022-10-10T19:00:00Z,1,1,10,76,0,0,0,1,0,0,0,1,0,0,0,5,3.6,4.8,52.0,6.0,52,-2347,79790,2380,4727,2,McGinn,3
38,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-55,1278,0,55,2,Hause,2
39,99,16,2,False,2022-10-10T19:00:00Z,1,1,10,90,0,0,0,1,0,0,0,0,0,0,0,13,15.2,3.1,0.0,1.8,43,140468,520345,156687,16219,2,Mings,2
40,99,16,2,False,2022-10-10T19:00:00Z,1,1,10,90,0,0,0,1,0,0,0,0,0,0,0,-3,6.4,15.0,43.0,6.4,72,37052,258318,61896,24844,2,Watkins,4
41,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-758,17779,328,1086,2,Nakamba,3
42,99,16,2,False,2022-10-10T19:00:00Z,1,1,10,90,0,0,0,1,0,0,0,0,0,0,0,14,18.0,24.9,14.0,5.7,58,-2258,40727,2498,4756,2,Buendía,3
43,99,16,2,False,2022-10-10T19:00:00Z,1,1,10,90,0,0,0,1,0,0,0,0,0,0,0,15,9.6,3.9,2.0,1.6,46,-25100,454177,10201,35301,2,Cash,2
44,99,16,1,False,2022-10-10T19:00:00Z,1,1,10,90,0,0,0,1,0,0,0,1,0,0,0,11,14.8,1.7,2.0,1.9,44,12381,45101,15277,2896,2,Konsa,2
45,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-141837,626404,23711,165548,2,Bailey,3
46,99,16,2,False,2022-10-10T19:00:00Z,1,1,10,90,0,0,0,1,0,0,0,0,0,0,0,14,13.0,34.5,28.0,7.6,48,1826,55632,6724,4898,2,Douglas Luiz,3
47,99,16,1,False,2022-10-10T19:00:00Z,1,1,10,80,0,0,0,1,0,0,0,1,0,0,0,11,11.8,13.3,10.0,3.5,52,11595,140956,24195,12600,2,Ramsey,3
48,94,20,1,True,2022-10-08T14:00:00Z,3,0,10,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,43,-5425,61729,2559,7984,6,Chukwuemeka,3
49,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-137,2432,0,137,2,Iroegbunam,3
50,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-855,24615,83,938,2,Diego Carlos,2
51,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-319,4272,0,319,2,El Ghazi,3
52,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-169,4601,0,169,2,Davis,4
53,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1851,11896,23,1874,2,Kamara,3
54,99,16,1,False,2022-10-10T19:00:00Z,1,1,10,9,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.8,4.0,0.6,43,-5309,321745,18908,24217,2,Archer,4
55,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-13,269,0,13,2,Philogene-Bidace,3
56,99,16,0,False,2022-10-10T19:00:00Z,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,2920,87087,5934,3014,2,Guilbert,2
57,92,10,2,True,2022-10-08T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,14,11.6,1.0,0.0,1.3,44,1930,17183,3148,1218,3,Smith,2
58,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-159,2751,90,249,3,Stanislas,3
59,92,10,1,True,2022-10-08T14:00:00Z,2,1,10,71,0,0,0,1,0,0,0,1,0,0,0,3,0.8,3.7,2.0,0.7,44,-133,2120,26,159,3,Fredericks,2
60,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-68,1323,20,88,3,Brooks,3
61,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-102,3006,84,186,3,Lowe,3
62,92,10,1,True,2022-10-08T14:00:00Z,2,1,10,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.0,2.0,0.4,55,-3013,74657,4830,7843,3,Moore,4
63,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-3,1967,100,103,3,Marcondes,3
64,92,10,2,True,2022-10-08T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,13,12.0,12.4,2.0,2.6,50,-4103,64003,1801,5904,3,Lerma,3
65,92,10,1,True,2022-10-08T14:00:00Z,2,1,10,18,0,0,0,0,0,0,0,0,0,0,0,3,4.6,1.0,0.0,0.6,43,-24,4743,214,238,3,Stacey,2
66,92,10,8,True,2022-10-08T14:00:00Z,2,1,10,90,0,2,0,1,0,0,0,0,0,0,0,17,15.4,11.2,28.0,5.5,57,31439,159908,47368,15929,3,Solanke,4
67,92,10,2,True,2022-10-08T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,14,8.4,26.9,10.0,4.5,49,346,9192,1406,1060,3,Cook,3
68,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1950,23698,407,2357,3,Pearson,3
69,92,10,9,True,2022-10-08T14:00:00Z,2,1,10,90,1,0,0,1,0,0,0,0,0,0,2,30,42.8,3.0,111.0,15.7,53,-286,5584,164,450,3,Christie,3
70,92,10,10,True,2022-10-08T14:00:00Z,2,1,10,76,1,0,0,1,0,0,0,0,0,0,3,31,39.8,16.0,21.0,7.7,53,3447,57073,14259,10812,3,Billing,3
71,92,10,2,True,2022-10-08T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,16,18.0,0.8,4.0,2.3,44,1002,16052,2690,1688,3,Mepham,2
72,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1768,43235,555,2323,3,Travers,1
73,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-15437,83313,109,15546,3,Kelly,2
74,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-164,8299,298,462,3,Dembélé,3
75,92,10,1,True,2022-10-08T14:00:00Z,2,1,10,13,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0.5,2.0,0.4,53,-418,7391,376,794,3,Anthony,3
76,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,9225,28622,12136,2911,3,Zemura,2
77,92,10,0,True,2022-10-08T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,165,57414,2298,2133,3,Dennis,1
78,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-18213,83677,264,18477,4,Jansson,2
79,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-1728,15476,40,1768,4,Nørgaard,3
80,98,15,5,False,2022-10-08T14:00:00Z,5,1,10,90,1,0,0,5,0,0,0,1,0,0,0,22,43.4,14.4,39.0,9.7,73,-118791,2448031,212367,331158,4,Toney,4
81,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,90,0,0,0,5,0,0,0,0,0,2,0,11,10.4,0.0,0.0,1.0,45,14472,743449,45925,31453,4,Raya,1
82,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-209,5911,1509,1718,4,Canós,2
83,98,15,1,False,2022-10-08T14:00:00Z,5,1,10,45,0,0,0,2,0,0,0,0,0,0,0,7,7.4,5.3,2.0,1.5,45,-85669,633155,18791,104460,4,Dasilva,3
84,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,90,0,0,0,5,0,0,0,0,0,0,0,12,10.8,0.8,4.0,1.6,45,2376,8344,3139,763,4,Ajer,2
85,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,90,0,0,0,5,0,0,0,0,0,0,0,9,5.8,1.8,4.0,1.2,45,-2317,118260,7397,9714,4,Henry,2
86,98,15,1,False,2022-10-08T14:00:00Z,5,1,10,45,0,0,0,3,0,0,0,0,0,0,0,5,6.0,5.6,0.0,1.2,55,-2412,17390,1324,3736,4,Janelt,3
87,98,15,1,False,2022-10-08T14:00:00Z,5,1,10,7,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.8,0.0,0.1,48,-64,2594,94,158,4,Ghoddos,3
88,98,15,2,False,2022-10-08T14:00:00Z,5,1,10,90,0,0,0,5,0,0,0,0,0,0,0,12,17.8,27.1,0.0,4.5,51,-38188,267225,8675,46863,4,Jensen,3
89,98,15,1,False,2022-10-08T14:00:00Z,5,1,10,28,0,0,0,2,0,0,0,0,0,0,0,1,0.0,0.8,11.0,1.1,54,-8082,30197,981,9063,4,Wissa,3
90,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-49,5231,172,221,4,Roerslev,2
91,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-266,4296,0,266,4,Bech,2
92,98,15,-2,False,2022-10-08T14:00:00Z,5,1,10,90,0,0,0,5,1,0,0,0,0,0,0,3,6.8,0.2,2.0,0.9,44,61,1358,113,52,4,Pinnock,2
93,98,15,1,False,2022-10-08T14:00:00Z,5,1,10,27,0,0,0,2,0,0,0,0,0,0,0,4,2.2,0.8,2.0,0.5,48,-44,3828,191,235,4,Onyeka,3
94,98,15,2,False,2022-10-08T14:00:00Z,5,1,10,62,0,0,0,3,0,0,0,0,0,0,0,9,8.2,15.1,17.0,4.0,45,278,36923,3259,2981,4,Baptiste,3
95,98,15,2,False,2022-10-08T14:00:00Z,5,1,10,61,0,0,0,3,0,0,0,0,0,0,0,4,3.2,1.3,27.0,3.2,59,-6898,193021,21864,28762,4,Mbeumo,4
96,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,3068,72260,6423,3355,4,Goode,2
97,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-376,6767,0,376,4,Forss,4
98,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-74,2362,0,74,4,Thompson,2
99,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-5,116,0,5,4,Bidstrup,3
100,98,15,0,False,2022-10-08T14:00:00Z,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-346,9022,0,346,4,Balcombe,1
101,93,18,1,True,2022-10-08T16:30:00Z,0,1,10,8,0,0,0,0,0,0,0,0,0,0,0,8,6.0,1.6,6.0,1.4,49,316,9899,715,399,5,Lallana,3
102,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1865,75494,792,2657,5,Steele,1
103,93,18,2,True,2022-10-08T16:30:00Z,0,1,10,90,0,0,0,1,0,0,0,0,0,0,0,3,2.4,18.5,31.0,5.2,65,39183,151847,51718,12535,5,Welbeck,4
104,93,18,2,True,2022-10-08T16:30:00Z,0,1,10,81,0,0,0,1,0,0,0,0,0,0,0,15,12.4,45.7,12.0,7.0,59,-223260,2217438,90865,314125,5,Groß,3
105,100,19,1,False,2022-10-09T13:00:00Z,3,1,10,1,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,44,-642,16531,166,808,9,Duffy,2
106,93,18,2,True,2022-10-08T16:30:00Z,0,1,10,90,0,0,0,1,0,0,0,0,0,0,0,15,17.6,1.8,4.0,2.3,46,-8144,462446,20050,28194,5,Dunk,2
107,93,18,2,True,2022-10-08T16:30:00Z,0,1,10,90,0,0,0,1,0,0,0,0,0,0,0,8,3.8,15.7,9.0,2.9,50,12117,53388,16835,4718,5,March,3
108,93,18,2,True,2022-10-08T16:30:00Z,0,1,10,90,0,0,0,1,0,0,0,0,0,0,0,21,16.2,14.4,10.0,4.1,45,-2270,65895,3459,5729,5,Webster,2
109,93,18,1,True,2022-10-08T16:30:00Z,0,1,10,87,0,0,0,1,0,0,0,1,0,0,0,8,11.2,2.8,0.0,1.4,46,-6142,486090,28663,34805,5,Veltman,2
110,96,14,2,True,2022-10-09T18:00:00Z,1,2,10,83,0,0,0,2,0,0,0,0,0,0,0,6,2.6,1.6,4.0,0.8,61,10975,78807,21481,10506,8,Maupay,4
111,93,18,2,True,2022-10-08T16:30:00Z,0,1,10,90,0,0,0,1,0,0,0,0,0,0,0,7,4.8,26.8,42.0,7.4,67,868112,1285348,899787,31675,5,Trossard,3
112,94,20,7,True,2022-10-08T14:00:00Z,3,0,10,90,0,0,1,0,0,0,0,0,0,0,1,29,30.4,20.7,0.0,5.1,51,-125298,877531,20426,145724,6,Cucurella,2
113,93,18,2,True,2022-10-08T16:30:00Z,0,1,10,90,0,0,0,1,0,0,0,0,0,2,0,14,12.6,0.0,0.0,1.3,47,-18395,1603142,41177,59572,5,Sánchez,1
114,93,18,1,True,2022-10-08T16:30:00Z,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,43,-3729,143283,3690,7419,5,Lamptey,2
115,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2222,14146,40,2262,5,Alzate,3
116,93,18,2,True,2022-10-08T16:30:00Z,0,1,10,90,0,0,0,1,0,0,0,0,0,0,0,17,20.8,35.1,8.0,6.4,57,-17457,754612,94202,111659,5,Mac Allister,3
117,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-66,1908,42,108,5,Moder,3
118,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-1325,8349,63,1388,5,Mwepu,3
119,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,30,5202,343,313,5,Sarmiento,3
120,93,18,2,True,2022-10-08T16:30:00Z,0,1,10,88,0,0,0,1,0,0,0,0,0,0,0,16,26.6,51.1,9.0,8.7,50,-3570,40134,3263,6833,5,Caicedo,3
121,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6,403,0,6,5,Richards,3
122,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-13,557,0,13,5,Roberts,2
123,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-746,30654,1722,2468,5,Undav,4
124,93,18,1,True,2022-10-08T16:30:00Z,0,1,10,23,0,0,0,0,0,0,0,0,0,0,0,2,7.6,11.9,59.0,7.9,49,547,4963,845,298,5,Mitoma,3
125,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-427,29579,1469,1896,5,Enciso,4
126,93,18,0,True,2022-10-08T16:30:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-187,3261,0,187,5,Kozłowski,3
127,94,20,5,True,2022-10-08T14:00:00Z,3,0,10,90,0,0,1,0,0,0,0,1,0,0,0,27,19.8,45.5,30.0,9.5,48,-5002,140417,4506,9508,6,Azpilicueta,2
128,94,20,0,True,2022-10-08T14:00:00Z,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,127461,743190,147461,20000,6,Thiago Silva,2
129,94,20,0,True,2022-10-08T14:00:00Z,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-3110,84569,0,3110,6,Alonso,2
130,94,20,2,True,2022-10-08T14:00:00Z,3,0,10,90,0,0,1,0,0,0,0,1,0,0,0,12,16.4,3.4,7.0,2.7,59,-16722,271770,6927,23649,6,Jorginho,3
131,94,20,0,True,2022-10-08T14:00:00Z,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-186,3521,0,186,6,Barkley,3
132,94,20,4,True,2022-10-08T14:00:00Z,3,0,10,24,0,1,0,0,0,0,0,0,0,0,0,12,18.0,14.2,2.0,3.4,49,488,37709,3961,3473,6,Kovacic,3
133,94,20,6,True,2022-10-08T14:00:00Z,3,0,10,90,0,0,1,0,0,0,0,0,0,2,0,26,17.4,0.0,0.0,1.7,44,20497,59312,25240,4743,6,Arrizabalaga,1
134,94,20,0,True,2022-10-08T14:00:00Z,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-4335,138414,1330,5665,6,Kanté,3
135,94,20,1,True,2022-10-08T14:00:00Z,3,0,10,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3.0,0.0,0.3,56,-1796,36766,1311,3107,6,Ziyech,3
136,94,20,3,True,2022-10-08T14:00:00Z,3,0,10,65,0,0,1,0,0,0,0,0,0,0,0,13,3.6,28.9,10.0,4.3,50,215,16963,1726,1511,6,Loftus-Cheek,3
137,94,20,0,True,2022-10-08T14:00:00Z,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,79,-276,19561,0,276,6,Werner,4
138,94,20,0,True,2022-10-08T14:00:00Z,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-2021,34183,0,2021,6,Kenedy,2
139,94,20,0,True,2022-10-08T14:00:00Z,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,35997,369915,60944,24947,6,Chilwell,2
140,94,20,8,True,2022-10-08T14:00:00Z,3,0,10,71,1,0,1,0,0,0,0,0,0,0,0,25,36.4,14.8,38.0,8.9,57,1482,49971,4321,2839,6,Pulisic,3
141,94,20,6,True,2022-10-08T14:00:00Z,3,0,10,90,0,0,1,0,0,0,0,0,0,0,0,27,20.0,3.9,35.0,5.9,47,1578,35554,3360,1782,6,Chalobah,2
142,94,20,12,True,2022-10-08T14:00:00Z,3,0,10,71,0,2,1,0,0,0,0,0,0,0,3,38,44.2,67.3,30.0,14.2,76,-11870,357292,22450,34320,6,Mount,3
