element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,team,web_name,element_type
14,81,18,1,True,2022-10-01T11:30:00Z,3,1,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,42,-2528,76015,3759,6287,1,Tomiyasu,2
15,81,18,2,True,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,1,0,0,0,0,0,2,0,12,19.2,0.0,0.0,1.9,49,-32360,1109375,39331,71691,1,Ramsdale,1
16,81,18,2,True,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,1,0,0,0,0,0,0,0,11,10.6,3.4,2.0,1.6,51,-32504,1140828,43054,75558,1,Gabriel,2
17,81,18,0,True,2022-10-01T11:30:00Z,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-35,919,0,35,1,Tavares,2
18,81,18,1,True,2022-10-01T11:30:00Z,3,1,9,17,0,0,0,0,0,0,0,0,0,0,0,3,1.6,3.5,0.0,0.5,44,-404,36364,2701,3105,1,Sambi,3
19,81,18,4,True,2022-10-01T11:30:00Z,3,1,9,90,0,1,0,1,0,0,0,1,0,0,0,21,26.4,27.2,48.0,10.2,66,-63323,4946404,159344,222667,1,Martinelli,3
20,81,18,0,True,2022-10-01T11:30:00Z,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-68,2026,0,68,1,Pablo Marí,2
21,89,8,1,True,2022-10-01T14:00:00Z,1,2,9,66,0,0,0,2,0,0,0,1,0,0,0,1,5.0,0.9,0.0,0.6,48,-234,5524,191,425,17,Maitland-Niles,3
22,81,18,0,True,2022-10-01T11:30:00Z,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-589,11979,0,589,1,Torreira,3
23,81,18,0,True,2022-10-01T11:30:00Z,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-37,1522,12,49,1,Nelson,3
24,81,18,0,True,2022-10-01T11:30:00Z,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,10179,166867,18515,8336,1,Turner,1
25,81,18,1,True,2022-10-01T11:30:00Z,3,1,9,10,0,0,0,0,0,0,0,0,0,0,0,3,5.8,15.0,18.0,3.9,57,6740,18275,8248,1508,1,Fábio Vieira,3
26,81,18,1,True,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,1,0,0,0,1,0,0,0,14,19.2,2.4,4.0,2.6,49,297005,2626424,380325,83320,1,Saliba,2
27,81,18,0,True,2022-10-01T11:30:00Z,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-118,8465,419,537,1,Marquinhos,3
28,81,18,8,True,2022-10-01T11:30:00Z,3,1,9,79,1,0,0,1,0,0,0,0,0,0,2,29,46.2,12.9,89.0,14.8,80,-429297,7253158,67507,496804,1,Jesus,4
29,85,11,3,False,2022-10-02T15:30:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,9,12.0,16.1,52.0,8.0,67,-12396,457817,20094,32490,2,Coutinho,3
30,85,11,1,False,2022-10-02T15:30:00Z,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,4,2.0,10.3,0.0,1.2,67,-8106,104695,3204,11310,2,Ings,4
31,85,11,6,False,2022-10-02T15:30:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,1,0,24,12.4,0.0,0.0,1.2,49,43139,516785,63578,20439,2,Martínez,1
32,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-749,21142,295,1044,2,Chambers,2
33,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-42810,204057,12582,55392,2,Digne,2
34,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-442,6875,0,442,2,Traoré,3
35,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3350,167300,2251,5601,2,Olsen,1
36,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1053,28899,621,1674,2,Sanson,3
37,85,11,3,False,2022-10-02T15:30:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,11,16.2,4.5,17.0,3.8,53,-3570,81742,1614,5184,2,McGinn,3
38,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-68,1334,0,68,2,Hause,2
39,85,11,6,False,2022-10-02T15:30:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,21,8.0,0.5,18.0,2.7,43,38465,368635,58804,20339,2,Mings,2
40,85,11,2,False,2022-10-02T15:30:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,-4,8.2,15.9,91.0,11.5,72,-1987,218180,23421,25408,2,Watkins,4
41,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-824,18459,355,1179,2,Nakamba,3
42,85,11,1,False,2022-10-02T15:30:00Z,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,5,2.0,12.6,5.0,2.0,59,-4478,42385,1760,6238,2,Buendía,3
43,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-72834,477326,792,73626,2,Cash,2
44,85,11,6,False,2022-10-02T15:30:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,17,14.8,2.0,7.0,2.4,44,1590,30176,5006,3416,2,Konsa,2
45,85,11,2,False,2022-10-02T15:30:00Z,0,0,9,63,0,0,1,0,0,0,0,1,0,0,0,2,4.2,18.7,21.0,4.4,47,8755,770317,92800,84045,2,Bailey,3
46,85,11,4,False,2022-10-02T15:30:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,1,25,22.6,28.1,0.0,5.1,48,-111,53141,5352,5463,2,Douglas Luiz,3
47,85,11,3,False,2022-10-02T15:30:00Z,0,0,9,82,0,0,1,0,0,0,0,0,0,0,0,9,9.2,23.9,13.0,4.6,52,32484,128982,42375,9891,2,Ramsey,3
48,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,2054,67365,8938,6884,6,Chukwuemeka,3
49,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-168,2571,0,168,2,Iroegbunam,3
50,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1133,25447,64,1197,2,Diego Carlos,2
51,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-452,4591,0,452,2,El Ghazi,3
52,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-212,4775,0,212,2,Davis,4
53,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2731,13697,99,2830,2,Kamara,3
54,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-23654,324566,18612,42266,2,Archer,4
55,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9,282,0,9,2,Philogene-Bidace,3
56,85,11,0,False,2022-10-02T15:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2070,81999,1354,3424,2,Guilbert,2
57,82,4,8,True,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,2,30,15.6,15.3,0.0,3.1,44,339,14768,1165,826,3,Smith,2
58,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-52,2885,107,159,3,Stanislas,3
59,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-164,2250,60,224,3,Fredericks,2
60,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-47,1382,58,105,3,Brooks,3
61,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-73,3028,109,182,3,Lowe,3
62,82,4,2,True,2022-10-01T14:00:00Z,0,0,9,71,0,0,1,0,0,0,0,0,0,0,0,5,3.6,13.1,4.0,2.1,55,-8274,77116,2226,10500,3,Moore,4
63,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-30,1907,63,93,3,Marcondes,3
64,82,4,2,True,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,1,0,0,0,9,11.4,4.8,40.0,5.6,50,-3583,67911,2344,5927,3,Lerma,3
65,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-53,4652,149,202,3,Stacey,2
66,82,4,2,True,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,5,6.2,21.7,8.0,3.6,57,74179,127893,94385,20206,3,Solanke,4
67,82,4,3,True,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,10,5.2,2.1,0.0,0.7,49,706,8649,1539,833,3,Cook,3
68,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2720,25592,172,2892,3,Pearson,3
69,82,4,1,True,2022-10-01T14:00:00Z,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,53,50,5782,439,389,3,Christie,3
70,82,4,3,True,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,2,7.6,2.2,5.0,1.5,53,38103,53997,45328,7225,3,Billing,3
71,82,4,6,True,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,25,30.4,0.0,0.0,3.0,44,848,14705,2131,1283,3,Mepham,2
72,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1793,44786,916,2709,3,Travers,1
73,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-16973,98678,2493,19466,3,Kelly,2
74,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-148,8309,265,413,3,Dembélé,3
75,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-207,7682,565,772,3,Anthony,3
76,82,4,6,True,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,18,9.4,2.1,0.0,1.2,44,4276,18588,5610,1334,3,Zemura,2
77,82,4,0,True,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-822,56841,1432,2254,3,Dennis,1
78,82,3,6,False,2022-10-01T14:00:00Z,0,0,9,63,0,0,1,0,0,0,0,0,0,0,0,23,9.8,0.2,6.0,1.6,44,-2981,102392,3229,6210,4,Jansson,2
79,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-2762,17167,50,2812,4,Nørgaard,3
80,82,3,1,False,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,1,0,0,0,-5,4.6,4.5,75.0,8.4,73,484252,2581114,590393,106141,4,Toney,4
81,82,3,6,False,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,25,6.6,0.0,0.0,0.7,45,47918,729000,92078,44160,4,Raya,1
82,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,2331,6071,3339,1008,4,Canós,2
83,82,3,1,False,2022-10-01T14:00:00Z,0,0,9,29,0,0,0,0,0,0,0,0,0,0,0,7,3.8,26.9,0.0,3.1,45,-84716,717768,18632,103348,4,Dasilva,3
84,82,3,6,False,2022-10-01T14:00:00Z,0,0,9,60,0,0,1,0,0,0,0,0,0,0,0,25,4.2,3.3,9.0,1.7,45,1106,5323,1564,458,4,Ajer,2
85,82,3,6,False,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,22,17.8,13.6,2.0,3.3,45,3073,120578,12997,9924,4,Henry,2
86,82,3,3,False,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,18,14.8,22.6,0.0,3.7,55,1398,19692,4289,2891,4,Janelt,3
87,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-18,2618,101,119,4,Ghoddos,3
88,82,3,3,False,2022-10-01T14:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,16,19.8,32.8,2.0,5.5,51,-11625,306270,25396,37021,4,Jensen,3
89,82,3,1,False,2022-10-01T14:00:00Z,0,0,9,29,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.3,18.0,1.9,54,671,38607,7206,6535,4,Wissa,3
90,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-150,5179,88,238,4,Roerslev,2
91,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-396,4557,0,396,4,Bech,2
92,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-39,1263,24,63,4,Pinnock,2
93,82,3,1,False,2022-10-01T14:00:00Z,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,49,39,3802,211,172,4,Onyeka,3
94,82,3,3,False,2022-10-01T14:00:00Z,0,0,9,83,0,0,1,0,0,0,0,0,0,0,0,15,12.8,32.7,2.0,4.8,45,-181,36264,2697,2878,4,Baptiste,3
95,82,3,2,False,2022-10-01T14:00:00Z,0,0,9,60,0,0,1,0,0,0,0,0,0,0,0,3,0.2,8.0,3.0,1.1,59,2556,199412,26793,24237,4,Mbeumo,4
96,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,9436,69506,13733,4297,4,Goode,2
97,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-443,7146,0,443,4,Forss,4
98,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-96,2435,0,96,4,Thompson,2
99,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6,122,0,6,4,Bidstrup,3
100,82,3,0,False,2022-10-01T14:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-480,9370,0,480,4,Balcombe,1
101,87,12,1,False,2022-10-01T14:00:00Z,3,3,9,14,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.1,0.0,0.1,49,-483,9345,113,596,5,Lallana,3
102,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2572,77020,1014,3586,5,Steele,1
103,87,12,5,False,2022-10-01T14:00:00Z,3,3,9,90,0,1,0,3,0,0,0,0,0,0,0,15,31.6,24.4,38.0,9.4,65,-10951,108571,4056,15007,5,Welbeck,4
104,87,12,2,False,2022-10-01T14:00:00Z,3,3,9,64,0,0,0,3,0,0,0,0,0,0,0,4,0.0,3.1,6.0,0.9,60,-101909,2435978,150056,251965,5,Groß,3
105,84,15,0,True,2022-10-01T14:00:00Z,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-794,17044,142,936,9,Duffy,2
106,87,12,1,False,2022-10-01T14:00:00Z,3,3,9,90,0,0,0,3,0,0,0,0,0,0,0,12,18.0,0.3,2.0,2.0,46,-39405,467092,9062,48467,5,Dunk,2
107,87,12,6,False,2022-10-01T14:00:00Z,3,3,9,90,0,1,0,3,0,0,0,0,0,0,1,24,32.2,26.2,4.0,6.2,50,-3112,39689,2597,5709,5,March,3
108,87,12,-1,False,2022-10-01T14:00:00Z,3,3,9,90,0,0,0,3,1,0,0,0,0,0,0,13,14.8,0.9,2.0,1.8,45,-3060,67480,4505,7565,5,Webster,2
109,87,12,1,False,2022-10-01T14:00:00Z,3,3,9,90,0,0,0,3,0,0,0,0,0,0,0,11,19.4,0.5,0.0,2.0,46,-31119,489203,14592,45711,5,Veltman,2
110,89,17,2,False,2022-10-01T14:00:00Z,1,2,9,88,0,0,0,1,0,0,0,0,0,0,0,0,1.6,2.1,72.0,7.6,61,17184,67251,22613,5429,8,Maupay,4
111,87,12,20,False,2022-10-01T14:00:00Z,3,3,9,86,3,0,0,3,0,0,0,0,0,0,3,56,105.0,9.2,74.0,18.8,66,-4141,366660,40507,44648,5,Trossard,3
112,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-136027,1001412,39837,175864,6,Cucurella,2
113,87,12,2,False,2022-10-01T14:00:00Z,3,3,9,90,0,0,0,3,0,0,0,0,0,5,0,20,39.2,0.0,0.0,3.9,47,-96547,1614439,30206,126753,5,Sánchez,1
114,87,12,1,False,2022-10-01T14:00:00Z,3,3,9,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,43,-5733,146332,2242,7975,5,Lamptey,2
115,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-521,16427,417,938,5,Alzate,3
116,87,12,2,False,2022-10-01T14:00:00Z,3,3,9,90,0,0,0,3,0,0,0,0,0,0,0,14,17.4,6.5,0.0,2.4,57,151163,771854,217853,66690,5,Mac Allister,3
117,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-78,1961,40,118,5,Moder,3
118,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-1136,9677,337,1473,5,Mwepu,3
119,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-246,5060,64,310,5,Sarmiento,3
120,87,12,2,False,2022-10-01T14:00:00Z,3,3,9,90,0,0,0,3,0,0,0,0,0,0,0,9,8.2,1.5,2.0,1.2,50,3326,43562,6967,3641,5,Caicedo,3
121,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-18,410,0,18,5,Richards,3
122,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-18,573,0,18,5,Roberts,2
123,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-1182,31131,1411,2593,5,Undav,4
124,87,12,4,False,2022-10-01T14:00:00Z,3,3,9,25,0,1,0,0,0,0,0,0,0,0,0,10,8.2,1.1,6.0,1.5,49,-186,4231,95,281,5,Mitoma,3
125,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-776,29381,933,1709,5,Enciso,4
126,87,12,0,False,2022-10-01T14:00:00Z,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-214,3446,0,214,5,Kozłowski,3
127,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-3626,143942,3614,7240,6,Azpilicueta,2
128,83,7,6,False,2022-10-01T14:00:00Z,1,2,9,90,0,1,0,1,0,0,0,1,0,0,2,26,38.4,12.6,18.0,6.9,54,9352,594617,29137,19785,6,Thiago Silva,2
129,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-4499,87611,0,4499,6,Alonso,2
130,83,7,1,False,2022-10-01T14:00:00Z,1,2,9,55,0,0,0,1,0,0,0,0,0,0,0,6,2.2,5.4,0.0,0.8,59,-9561,286623,10189,19750,6,Jorginho,3
131,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-272,3700,0,272,6,Barkley,3
132,83,7,1,False,2022-10-01T14:00:00Z,1,2,9,90,0,0,0,1,0,0,0,1,0,0,0,2,2.2,6.4,4.0,1.3,49,870,36482,3308,2438,6,Kovacic,3
133,83,7,2,False,2022-10-01T14:00:00Z,1,2,9,90,0,0,0,1,0,0,0,0,0,2,0,12,17.6,0.0,0.0,1.8,44,10976,36406,13588,2612,6,Arrizabalaga,1
134,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-4852,142253,1401,6253,6,Kanté,3
135,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-27,37641,2158,2185,6,Ziyech,3
136,83,7,1,False,2022-10-01T14:00:00Z,1,2,9,34,0,0,0,0,0,0,0,0,0,0,0,2,2.2,5.1,6.0,1.3,50,-595,16380,856,1451,6,Loftus-Cheek,3
137,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,79,-372,19832,0,372,6,Werner,4
138,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-2751,36173,0,2751,6,Kenedy,2
139,83,7,2,False,2022-10-01T14:00:00Z,1,2,9,90,0,0,0,1,0,0,0,0,0,0,0,8,10.8,9.9,5.0,2.6,58,39545,330093,56669,17124,6,Chilwell,2
140,83,7,4,False,2022-10-01T14:00:00Z,1,2,9,6,0,1,0,0,0,0,0,0,0,0,0,13,20.0,10.5,4.0,3.5,57,267,47022,2690,2423,6,Pulisic,3
141,83,7,0,False,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-595,33244,843,1438,6,Chalobah,2
142,83,7,1,False,2022-10-01T14:00:00Z,1,2,9,83,0,0,0,1,0,0,0,1,0,0,0,5,0.0,32.9,14.0,4.7,76,7186,366167,30937,23751,6,Mount,3
